sig_i,entry_i,exit_i,dir,R,conviction,reason,dist,risk_pct,leg
277675,277676,277776,-1,1.496495306700704,1.0,target,34.23980067651746,0.0025,RULE:smc_B
277918,277919,277927,1,-1.0337362485233743,1.0,stop,14.672645052903135,0.0025,RULE:smc_B
278291,278292,278392,-1,-1.010093573005642,1.0,stop,49.04110761603533,0.0025,RULE:smc_B
278736,278737,278744,-1,-1.014780148210954,1.0,stop,33.490868490286175,0.0025,RULE:smc_B
279258,279259,279266,1,-1.035428347875522,1.0,stop,13.971862355512258,0.0025,RULE:smc_B
279790,279791,279878,1,1.4951815583341173,1.0,target,24.904317271217224,0.0025,RULE:smc_B
280302,280303,280306,1,1.492993733578064,1.0,target,17.12752452922632,0.0025,RULE:smc_B
280413,280414,280453,-1,-1.0217452019755071,1.0,stop,22.76364232245578,0.0025,RULE:smc_B
280459,280460,280475,-1,-1.0499381488526611,1.0,stop,9.91226169517131,0.0025,RULE:smc_B
280498,280499,280598,-1,-1.0171915041605246,1.0,stop,28.79329204576697,0.0025,RULE:smc_B
281802,281803,281808,-1,1.4905004518764655,1.0,target,12.632179808922956,0.0025,RULE:smc_B
282154,282155,282176,1,1.490654140755734,1.0,target,12.839910902081556,0.0025,RULE:smc_B
285007,285008,285066,1,-1.0176150969313094,1.0,stop,28.100895608481096,0.0025,RULE:smc_B
285264,285265,285284,1,-1.0206718697264958,1.0,stop,23.94558433993734,0.0025,RULE:smc_B
285914,285915,286013,1,1.497847328058921,1.0,target,55.74467605111704,0.0025,RULE:smc_B
286359,286360,286547,1,1.4972521853733725,1.0,target,43.67106821449261,0.0025,RULE:smc_B
287009,287010,287021,1,-1.1088896383458715,1.0,stop,4.545887079059867,0.0025,RULE:smc_B
287321,287322,287323,-1,-1.0926984538088846,1.0,stop,5.339894892103985,0.0025,RULE:smc_B
288445,288446,288638,-1,0.8268720720515246,1.0,time,24.22019158333842,0.0025,RULE:smc_B
289080,289081,289085,1,-1.0366199496275177,1.0,stop,13.51722230737414,0.0025,RULE:smc_B
289290,289291,289334,1,1.4813412649721955,1.0,target,6.431304149055904,0.0025,RULE:smc_B
289610,289611,289803,-1,-0.1841385884066729,1.0,time,17.904992258972925,0.0025,RULE:smc_B
289902,289903,289910,1,1.4674704136961112,1.0,target,3.6889494652195935,0.0025,RULE:smc_B
290226,290227,290248,1,-1.0778142218143214,1.0,stop,6.361305021865519,0.0025,RULE:smc_B
290723,290724,290755,-1,-1.0778650909041534,1.0,stop,6.3571491955144666,0.0025,RULE:smc_B
290805,290806,290812,-1,-1.0973280852290217,1.0,stop,5.085890663884129,0.0025,RULE:smc_B
291209,291210,291213,-1,-1.0353520965294298,1.0,stop,14.001998427106628,0.0025,RULE:smc_B
291381,291382,291398,-1,-1.092280904530191,1.0,stop,5.3640566541917,0.0025,RULE:smc_B
291956,291957,291962,-1,-1.0896773447493948,1.0,stop,5.519788764746409,0.0025,RULE:smc_B
292123,292124,292149,-1,1.485628361257606,1.0,target,8.349778487373442,0.0025,RULE:smc_B
292532,292533,292543,-1,-1.1179177430448055,1.0,stop,4.197841539520596,0.0025,RULE:smc_B
292549,292550,292569,-1,-1.044812712527626,1.0,stop,11.045972718005942,0.0025,RULE:smc_B
293470,293471,293482,1,1.4929768999609048,1.0,target,17.086471690784492,0.0025,RULE:smc_B
294431,294432,294451,1,-1.0279310406855358,1.0,stop,17.722218286565294,0.0025,RULE:smc_B
294932,294933,294955,1,-1.0714026172194764,1.0,stop,6.932518992664882,0.0025,RULE:smc_B
295675,295676,295759,1,-1.017035414094084,1.0,stop,29.05711579807757,0.0025,RULE:smc_B
296016,296017,296020,-1,-1.0544766085002717,1.0,stop,9.086468736348252,0.0025,RULE:smc_B
296085,296086,296098,1,-1.0517065147047218,1.0,stop,9.573261760665446,0.0025,RULE:smc_B
296203,296204,296204,1,-1.0227358888781626,1.0,stop,21.77174609942085,0.0025,RULE:smc_B
296255,296256,296261,1,-1.0455264363744623,1.0,stop,10.87280357128202,0.0025,RULE:smc_B
296638,296639,296648,-1,-1.0424559070833468,1.0,stop,11.659154968194343,0.0025,RULE:smc_B
296800,296801,296811,-1,-1.0643594894639643,1.0,stop,7.69117350250508,0.0025,RULE:smc_B
296978,296979,296995,-1,-1.047919953929752,1.0,stop,10.329726124646186,0.0025,RULE:smc_B
297336,297337,297354,1,-1.044789116297423,1.0,stop,11.051792062896313,0.0025,RULE:smc_B
297544,297545,297563,-1,-1.0248644756341052,1.0,stop,19.90792033116668,0.0025,RULE:smc_B
298788,298789,298868,1,1.4919740998808146,1.0,target,14.951593991757363,0.0025,RULE:smc_B
298940,298941,298950,-1,-1.0631476359726697,1.0,stop,7.838773255331944,0.0025,RULE:smc_B
299561,299562,299580,-1,1.475738103620662,1.0,target,4.946027224079444,0.0025,RULE:smc_B
299660,299661,299736,-1,-1.042237045612424,1.0,stop,11.719569700547254,0.0025,RULE:smc_B
299741,299742,299797,-1,-1.0361282037238515,1.0,stop,13.70120706203852,0.0025,RULE:smc_B
300509,300510,300517,1,-1.0582497305258578,1.0,stop,8.49789338991468,0.0025,RULE:smc_B
300775,300776,300793,-1,-1.041921598098769,1.0,stop,11.807755964688113,0.0025,RULE:smc_B
300945,300946,300950,-1,1.471099702395109,1.0,target,4.152206376576942,0.0025,RULE:smc_B
301063,301064,301064,-1,-1.0692447629226711,1.0,stop,7.148555054665849,0.0025,RULE:smc_B
301170,301171,301173,-1,1.487133145315107,1.0,target,9.326288587167255,0.0025,RULE:smc_B
301399,301400,301420,-1,-1.119722708529628,1.0,stop,4.13455397125017,0.0025,RULE:smc_B
301527,301528,301534,-1,-1.0311136760161983,1.0,stop,15.909402660819978,0.0025,RULE:smc_B
302622,302623,302637,1,-1.01847206518756,1.0,stop,26.797220287710843,0.002,RULE:smc_C
305631,305632,305651,1,1.485370229234916,1.0,target,8.202452514625293,0.002,RULE:smc_C
307032,307033,307036,-1,-1.0692071707588051,1.0,stop,7.152438028786492,0.002,RULE:smc_C
308629,308630,308637,-1,-1.045209834703553,1.0,stop,10.948945140936305,0.002,RULE:smc_C
312191,312192,312200,1,-1.051069619531361,1.0,stop,9.692651023100552,0.002,RULE:smc_C
324114,324115,324119,1,-1.032447549861423,1.0,stop,15.255389146916968,0.002,RULE:smc_C
