sig_i,entry_i,exit_i,dir,R,conviction,reason,dist,risk_pct
196895,196896,196902,1,1.9399906253009631,0.5,target,10.331719054055611,0.002
197273,197274,197280,-1,-1.0694975023528825,0.75,stop,19.712938646969633,0.002
197289,197290,197369,1,1.9883057139018923,1.25,target,53.017344949370454,0.002
197627,197628,197638,1,-1.0302574442133965,0.5,stop,45.27811372096767,0.002
198876,198877,198896,-1,-1.0581859752058,1.0,stop,23.545192723064247,0.002
199128,199129,199225,1,1.1729551797462543,1.0,time,27.34034561059434,0.002
199216,199217,199217,-1,-1.15992295434406,0.5,stop,8.566625132828449,0.002
199750,199751,199753,-1,1.93777144013811,0.5,target,9.963270906092475,0.002
199759,199760,199776,-1,-1.0347628983405355,0.5,stop,39.409832476554584,0.002
200290,200291,200309,-1,1.9726637122327246,0.5,target,22.680475318313256,0.002
200409,200410,200421,1,-1.020389852390299,1.0,stop,67.19028533290475,0.002
200474,200475,200485,-1,-1.0155342487593522,0.5,stop,88.19222745967818,0.002
200489,200490,200545,1,-1.0142689433714953,1.0,stop,96.01271547105716,0.002
200612,200613,200616,-1,-1.1023990318452457,0.5,stop,13.379032743888274,0.002
201062,201063,201069,-1,-1.0591569828643488,0.75,stop,23.158719962806572,0.002
201174,201175,201177,-1,-1.0550031970426132,0.5,stop,24.90764307643076,0.002
201354,201355,201357,1,-1.0470679551773336,0.5,stop,29.106851887624543,0.002
201831,201832,201847,-1,1.9889722596463772,0.75,target,56.22185326446561,0.002
202004,202005,202006,1,-1.0406211168205604,0.5,stop,33.726300683751106,0.002
202655,202656,202666,-1,-1.0956303975549453,0.5,stop,14.325988754912942,0.002
203203,203204,203206,1,-1.1067239151227368,0.5,stop,12.836860402136153,0.002
203523,203524,203542,-1,-1.0499143060914802,0.75,stop,27.447040884213493,0.002
204575,204576,204672,-1,0.6052453687116303,0.75,time,35.50460872710755,0.002
205386,205387,205441,-1,1.9740277996856923,1.0,target,23.871677890087994,0.002
205603,205604,205611,-1,-1.0846634641956607,0.5,stop,16.181714426826147,0.002
205979,205980,205982,1,-1.0601589969001588,0.5,stop,22.77298609672107,0.002
208025,208026,208030,-1,1.9546599550664943,0.5,target,13.674446086440184,0.002
208993,208994,209002,1,-1.1015976596551345,0.5,stop,13.484562583925253,0.002
209147,209148,209154,-1,-1.06407637811353,0.5,stop,21.380734060415307,0.002
209267,209268,209268,1,-1.133676296702399,0.5,stop,10.248638193875195,0.002
209355,209356,209362,-1,-1.0434803748692092,0.5,stop,31.5084679955271,0.002
210515,210516,210521,1,-1.034921457796748,0.75,stop,39.23089373799212,0.002
210861,210862,210867,-1,-1.0835878487510724,0.5,stop,16.389942084523682,0.002
211315,211316,211333,-1,-1.0623209316472237,0.5,stop,21.982983305754715,0.002
211747,211748,211757,-1,1.9422229407691092,0.5,target,10.730902684443208,0.002
211783,211784,211817,-1,-1.0814922768728361,0.75,stop,16.81140903864798,0.002
212295,212296,212313,-1,-1.0557692440913968,0.5,stop,24.565511373164554,0.002
212582,212583,212585,1,-1.1130676376279138,1.0,stop,12.116641231228641,0.002
213321,213322,213333,1,-1.0820072791994082,0.5,stop,16.705834084175876,0.002
213488,213489,213489,-1,-1.0649913709896688,0.75,stop,21.079721494377736,0.002
213862,213863,213863,-1,-1.0405451341826795,0.5,stop,33.789504649987066,0.002
215271,215272,215276,-1,-1.0395049968943986,0.5,stop,34.67915726362844,0.002
215496,215497,215544,-1,-1.0182932628197405,1.25,stop,74.89095922907836,0.002
215804,215805,215810,-1,-1.1923806016143677,0.75,stop,7.121300112919926,0.002
215814,215815,215822,1,1.9721588216855515,0.5,target,22.269172410646206,0.002
215874,215875,215880,1,1.9748180714899946,0.5,target,24.62083075780538,0.002
215901,215902,215998,-1,-0.6924077042330484,0.5,time,29.159120958027415,0.002
216015,216016,216053,-1,-1.0530005323916232,1.0,stop,25.848796949378084,0.002
216698,216699,216779,-1,-1.0253548278490752,0.5,stop,54.033102025181506,0.002
216765,216766,216779,-1,-1.0555092275931086,0.75,stop,24.680581218717634,0.002
217159,217160,217195,1,1.9893791700850953,0.5,target,58.37585244915135,0.002
217483,217484,217517,-1,1.9777426441625008,0.75,target,27.855959374806844,0.002
217528,217529,217581,-1,-1.0313030817625815,0.75,stop,43.76565893386396,0.002
217844,217845,217848,-1,-1.0584418948526497,0.5,stop,23.442087280951455,0.002
219381,219382,219383,-1,-1.0206769451699507,1.0,stop,66.25736968103956,0.002
219682,219683,219684,1,-1.0045877752261094,0.5,stop,298.6196865537786,0.002
221565,221566,221590,1,1.9934679252068885,0.5,target,94.9162432515077,0.002
222276,222277,222278,1,-1.0238929552164668,0.75,stop,57.3390770454298,0.002
223588,223589,223597,1,-1.0362622540060746,0.5,stop,37.78033212636183,0.002
224189,224190,224217,-1,1.988052612229861,0.5,target,51.894189083710444,0.002
224220,224221,224224,-1,-1.046412836514473,0.5,stop,29.517696027322017,0.002
225775,225776,225797,-1,-1.0183821590620041,0.75,stop,74.52878605711703,0.002
226794,226795,226795,1,-1.018100598524521,1.0,stop,75.68810490681062,0.002
226796,226797,226811,-1,-1.0208505739096025,0.75,stop,65.70562546333895,0.002
226888,226889,226899,-1,-1.0144744954483782,1.0,stop,94.64924044405961,0.002
